byte_offset,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255
23552,76,2,11,8,7,1,3,9,4,2,10,1,4,1,5,3,4,1,1,9,5,2,2,5,0,1,0,2,0,4,6,10,1,2,2,2,2,1,0,6,9,0,0,1,1,0,0,8,3,4,2,1,0,1,4,2,4,1,2,6,1,0,3,12,6,2,1,3,2,2,1,5,0,1,2,2,0,1,4,5,1,2,1,3,1,1,3,3,1,1,3,3,3,2,3,7,1,6,1,3,3,3,1,2,2,7,3,0,2,1,1,3,1,4,3,2,2,1,5,6,4,2,0,4,1,6,5,15,9,3,0,2,3,6,5,8,1,0,0,0,2,6,3,9,5,3,2,3,3,2,1,7,2,0,1,0,1,8,0,5,13,2,1,6,1,7,0,6,4,1,2,3,1,2,2,1,0,1,2,6,1,5,1,5,2,2,1,1,4,1,2,12,6,3,1,2,3,0,1,4,4,4,1,6,2,3,3,4,4,1,4,1,2,4,7,6,1,1,9,3,3,1,6,9,2,4,1,4,4,3,4,6,7,0,7,3,1,3,2,7,10,7,5,9,1,6,6,8,14,14,9,3,17,9,24,62
23808,57,0,7,7,5,2,3,5,6,2,7,3,4,0,8,3,4,1,1,11,5,4,3,5,0,1,2,5,1,6,5,9,1,5,2,2,1,1,0,2,7,1,0,1,2,0,0,8,4,3,3,1,0,1,4,1,5,1,3,5,2,0,7,11,1,2,0,3,2,1,2,7,0,1,2,2,1,1,3,5,2,3,1,3,2,3,5,3,1,1,7,3,2,2,3,9,2,7,0,2,4,5,1,2,1,6,3,2,3,1,1,3,1,4,1,2,2,2,5,2,6,2,1,4,1,7,2,16,8,5,1,2,4,6,5,8,1,0,0,0,2,6,3,11,5,4,2,3,2,2,0,8,3,0,1,0,3,3,0,4,7,2,1,8,4,8,0,3,4,2,3,4,1,2,2,5,0,2,3,7,2,7,2,7,2,2,1,2,5,2,3,12,8,2,2,4,2,1,1,4,5,1,4,6,3,2,2,4,0,3,6,0,2,4,6,6,1,1,6,4,0,2,8,6,2,5,2,6,4,0,4,2,6,0,5,7,1,5,0,7,14,11,6,3,2,8,2,5,16,12,11,1,17,2,31,54
24064,52,1,3,3,4,2,3,5,8,2,7,6,3,1,7,3,5,1,0,9,3,3,2,7,0,1,4,4,1,6,5,10,1,8,1,3,1,1,1,3,4,1,0,2,2,1,1,8,1,3,3,1,0,0,2,1,4,0,3,3,1,0,4,12,1,2,2,5,2,1,2,9,1,1,1,5,2,1,4,3,3,2,1,1,3,5,6,3,1,2,7,2,2,1,0,9,2,6,0,2,4,6,0,2,1,4,3,3,2,1,1,3,1,5,2,3,2,2,5,2,8,1,3,4,1,8,4,19,5,6,2,3,3,5,5,6,0,0,1,0,0,5,5,10,4,2,2,4,0,2,0,6,2,0,1,1,4,4,0,4,3,1,1,9,3,9,0,3,5,2,4,4,1,5,4,5,0,4,4,7,3,5,3,9,2,2,1,2,6,1,2,13,7,1,3,5,1,1,3,3,4,1,4,6,1,2,0,4,0,4,5,0,5,4,3,5,2,2,6,4,0,2,4,2,4,4,2,6,3,1,7,1,4,1,4,6,2,7,2,7,14,13,5,3,3,9,1,9,13,10,14,3,19,4,36,51
24320,48,2,3,3,1,3,4,4,6,3,9,8,2,2,6,2,4,1,1,8,2,5,1,4,0,4,4,4,1,5,5,12,1,7,0,3,0,2,1,6,2,2,0,4,3,1,2,6,2,4,3,1,2,1,3,0,4,0,3,4,3,0,5,10,3,5,2,4,2,2,3,9,2,4,2,8,2,2,2,2,3,5,1,1,2,8,8,4,3,2,7,1,3,4,0,8,4,3,0,2,3,8,0,3,1,4,3,4,1,0,1,3,0,3,2,3,2,3,4,2,9,1,4,4,2,6,4,21,4,3,2,3,2,2,4,4,0,1,3,3,0,5,6,9,3,3,3,4,0,4,2,6,1,1,0,3,4,5,0,5,3,1,1,7,3,6,1,2,3,4,5,5,1,4,5,7,0,5,5,5,3,4,2,10,3,1,1,4,6,1,2,9,6,1,4,4,0,2,4,2,2,1,4,5,2,3,1,3,0,4,7,0,7,3,3,3,1,3,8,4,2,3,4,1,7,3,2,5,2,2,8,2,3,1,3,6,2,8,2,6,14,14,6,2,4,5,1,7,10,8,9,3,17,4,27,44
24576,61,4,2,3,2,4,4,4,7,4,8,7,2,2,4,4,4,1,1,6,1,4,1,4,0,5,4,5,2,4,4,12,1,8,0,2,0,1,1,6,2,2,0,4,2,2,2,6,4,2,2,2,2,1,3,1,3,0,2,5,3,0,5,13,3,4,2,5,1,1,2,7,2,4,1,10,2,2,1,1,3,8,1,0,2,8,8,2,2,1,8,1,1,4,1,8,3,2,0,2,2,7,1,3,1,3,4,5,1,2,0,4,1,3,1,1,2,2,4,5,12,1,4,5,1,6,3,21,4,4,2,3,2,2,1,3,0,2,3,3,0,1,3,9,4,5,2,3,0,5,2,7,1,2,0,3,3,6,0,7,1,1,1,5,3,4,1,1,3,4,5,4,1,4,3,8,0,5,5,3,4,4,2,6,2,2,0,3,4,1,2,8,4,2,5,3,0,2,5,3,1,1,3,5,3,2,1,3,2,4,5,0,8,2,3,0,1,3,8,5,2,3,3,2,10,5,2,5,3,2,7,2,2,2,3,8,2,8,2,4,13,13,5,3,4,6,2,6,8,7,11,3,20,4,25,56
24832,68,5,3,4,4,3,3,3,6,4,6,5,2,3,4,4,4,2,1,4,2,2,0,4,0,6,2,4,1,4,3,11,1,5,0,2,0,3,3,5,4,1,0,4,1,2,4,8,4,2,2,2,2,2,3,2,2,1,1,6,3,0,3,15,3,3,2,6,1,2,2,6,2,3,1,10,1,2,2,2,3,8,1,0,1,9,6,3,3,2,4,1,1,5,1,6,3,2,1,1,1,4,1,3,2,2,4,3,0,4,1,4,1,2,1,1,0,3,6,4,10,1,3,8,3,9,5,19,3,2,1,2,2,3,2,4,0,2,3,4,1,3,4,11,4,6,2,2,0,5,3,8,4,2,0,4,2,4,1,8,0,1,1,4,1,4,1,1,4,4,5,5,1,7,3,5,1,4,3,2,4,2,2,6,2,3,0,3,4,2,2,12,3,2,5,2,0,1,5,3,1,0,0,4,5,3,1,3,2,2,4,0,8,3,3,3,1,3,8,4,2,2,2,3,11,7,1,3,2,2,7,2,2,2,3,4,2,6,2,5,15,10,7,2,3,5,3,5,10,7,12,4,17,6,21,63
25088,77,7,4,5,4,2,2,4,5,4,4,2,3,2,4,4,2,2,1,4,3,2,3,2,0,6,0,5,2,5,2,12,1,4,1,1,0,3,3,4,4,1,0,3,1,1,3,7,5,2,2,2,2,4,2,2,2,1,1,7,4,0,4,14,3,3,0,6,0,2,3,4,1,3,1,9,0,1,3,3,2,9,1,0,0,9,5,2,3,1,3,0,1,6,1,6,3,3,1,1,1,3,1,2,2,2,4,2,0,4,1,7,1,0,1,0,3,3,5,4,8,1,1,9,3,9,4,18,3,1,0,2,9,4,1,4,0,2,2,4,1,3,3,11,5,6,2,0,0,5,3,9,4,3,0,4,1,3,1,11,0,2,0,7,1,3,1,2,3,5,5,5,1,7,1,6,1,2,3,1,2,3,1,6,2,4,0,3,2,2,2,12,4,3,4,2,0,2,3,3,3,0,0,6,6,3,1,3,2,0,3,0,6,2,4,3,0,1,8,5,2,1,5,4,10,9,1,5,1,1,4,2,5,1,4,4,3,4,0,7,12,9,9,3,2,6,3,1,13,9,13,3,18,4,21,73
25344,84,7,6,3,4,3,3,6,5,2,7,0,2,1,5,5,3,2,3,3,3,0,3,3,0,4,1,4,2,4,2,11,1,4,1,2,0,2,5,2,6,0,1,3,2,1,2,9,7,0,3,2,2,3,3,2,0,1,1,5,5,0,5,14,2,0,0,9,1,1,2,4,1,0,1,6,1,0,3,4,2,5,0,0,0,6,5,1,1,2,3,0,0,3,1,5,1,4,1,0,1,2,1,2,2,2,5,1,0,5,1,9,1,1,2,0,6,3,5,5,7,2,1,7,2,10,3,15,6,2,0,2,12,5,1,6,1,1,0,1,1,3,2,11,5,7,1,0,0,3,2,7,4,3,0,3,1,1,3,8,5,3,1,6,1,3,1,2,4,3,6,4,1,9,1,4,1,0,2,1,6,7,2,4,1,4,0,1,1,3,5,13,4,3,4,3,1,1,2,3,5,0,0,6,6,2,1,5,2,0,2,0,5,4,2,5,1,1,4,7,0,1,4,6,7,8,1,9,2,0,4,1,4,2,4,4,2,3,1,7,11,7,6,4,1,6,3,1,15,10,13,7,20,6,22,75
25600,65,5,9,5,2,2,3,7,3,1,6,0,1,1,4,6,4,2,4,2,3,0,5,4,0,3,1,4,1,5,1,10,0,2,1,2,0,4,5,3,8,0,2,4,2,1,2,8,5,2,2,1,2,5,3,2,1,1,0,3,6,0,6,9,2,0,0,6,1,2,5,3,1,2,1,4,1,1,4,4,2,3,0,0,0,5,7,2,1,4,2,0,1,4,1,3,1,3,2,2,1,2,0,3,4,3,5,1,0,3,2,9,1,1,3,2,7,4,8,3,6,2,4,6,4,11,6,12,8,1,0,2,11,4,1,4,2,0,1,1,3,3,3,8,3,5,2,1,1,2,3,4,4,3,1,6,2,0,4,11,6,3,3,8,3,3,1,2,3,4,5,8,1,9,3,4,2,0,3,0,7,7,3,4,1,4,1,2,2,3,7,14,5,1,5,4,4,2,1,3,6,1,2,7,6,3,1,8,0,1,2,1,3,6,3,6,2,3,6,5,0,2,6,7,3,5,0,9,3,1,3,1,3,1,5,3,2,3,2,6,11,8,6,3,3,5,5,4,15,10,9,7,15,5,19,53
25856,58,4,10,5,1,3,3,7,2,1,7,1,1,1,2,6,2,2,4,5,1,0,5,3,0,1,3,5,2,3,2,12,1,3,1,2,1,3,3,3,6,0,3,4,2,1,0,7,5,3,1,2,3,4,5,1,1,1,0,4,5,2,7,8,1,0,0,5,1,1,6,2,2,2,1,4,1,2,6,5,2,2,1,0,0,3,8,1,0,5,2,2,1,6,2,3,1,4,1,3,0,2,1,3,3,2,5,2,1,3,2,12,1,2,4,3,7,2,8,6,8,4,6,4,3,8,5,11,8,1,0,2,11,4,2,3,2,2,3,1,2,2,2,5,2,4,3,1,1,2,2,4,0,3,1,5,2,1,4,8,6,4,3,9,2,1,1,4,3,4,6,7,1,6,3,4,1,2,3,1,6,9,2,4,0,3,1,1,1,2,7,14,6,1,4,7,8,2,1,5,5,1,4,7,4,2,2,5,0,2,1,2,2,5,3,5,3,4,6,7,0,2,6,8,3,3,2,9,5,3,5,2,3,2,7,3,4,3,2,6,6,9,4,6,5,4,6,4,12,8,7,11,16,7,19,46
26112,42,2,9,4,2,4,3,5,3,1,9,1,0,2,4,7,2,3,4,3,1,1,3,3,2,1,3,6,1,2,4,10,4,2,0,3,1,3,4,4,6,1,4,4,2,1,1,6,5,3,1,3,4,3,7,2,2,3,0,3,4,2,8,7,2,0,1,3,3,2,6,3,3,2,1,3,3,2,5,7,5,1,2,0,3,3,7,4,0,6,2,2,2,6,2,4,1,4,1,4,1,3,1,3,3,2,5,2,1,4,3,9,2,3,5,3,7,5,10,8,10,4,7,4,6,6,5,8,7,1,0,0,4,3,2,2,2,2,3,3,4,4,1,4,2,4,3,2,2,4,4,3,0,2,1,5,2,3,8,6,6,4,3,7,2,1,3,4,3,2,6,8,2,3,8,5,1,2,4,2,7,7,2,3,1,1,3,3,3,2,7,10,5,0,3,6,8,1,5,6,4,2,7,4,4,2,3,5,1,2,2,3,2,6,4,6,4,6,5,5,0,5,3,9,4,4,3,6,5,4,4,2,1,3,6,3,3,4,7,4,8,9,2,6,5,1,6,5,7,7,4,10,13,6,12,29
26368,29,1,6,4,3,3,0,3,4,1,4,2,0,3,5,6,1,4,1,3,1,1,3,3,2,0,3,8,1,3,3,9,4,2,0,5,2,5,2,5,4,1,4,2,0,2,4,4,2,6,1,3,2,3,6,3,3,4,1,6,3,2,6,8,1,0,2,1,2,2,9,2,2,2,1,6,2,5,6,7,5,2,4,2,3,5,5,5,0,6,1,2,3,7,3,5,2,3,1,5,2,2,2,3,3,4,3,3,2,4,8,9,2,4,5,4,5,5,9,11,9,5,6,5,8,5,5,9,5,0,0,0,1,3,2,2,2,3,4,4,6,4,1,3,1,1,2,3,2,5,3,3,0,2,3,6,2,4,7,11,1,2,2,7,2,2,2,7,2,3,3,7,1,2,7,9,1,2,4,3,4,3,1,4,1,1,5,5,6,1,4,8,4,0,3,7,9,1,6,8,3,3,7,4,5,4,2,6,1,2,2,5,1,4,4,4,3,7,6,3,0,6,3,10,4,7,4,4,5,5,4,3,1,2,7,2,8,4,6,5,7,13,4,5,5,2,10,7,5,5,3,7,13,4,13,24
26624,24,1,3,1,3,3,0,2,3,2,3,2,1,4,5,4,1,6,0,4,1,2,2,1,2,1,5,9,3,2,4,6,5,2,0,5,3,8,2,3,4,2,3,1,3,2,4,4,3,4,1,5,3,1,8,2,2,4,1,6,7,2,7,7,1,0,3,1,2,2,8,4,4,2,3,7,3,4,5,11,6,1,4,3,4,6,4,5,0,6,1,3,3,7,2,5,2,3,0,3,2,3,6,2,1,2,2,5,4,6,8,8,1,6,4,2,5,7,5,9,9,5,4,4,7,4,3,10,3,0,2,1,2,3,2,3,4,6,4,4,5,4,1,3,1,1,1,3,1,6,2,3,1,1,2,4,1,4,7,6,0,2,1,5,0,3,2,8,2,3,4,4,2,1,5,9,0,2,6,5,5,2,0,6,1,0,6,6,7,1,4,9,4,0,3,7,7,2,8,8,4,3,6,2,5,4,5,6,2,1,3,5,1,1,3,3,2,6,5,4,3,7,4,10,4,9,5,7,4,7,4,3,1,3,5,1,10,3,5,8,5,13,3,5,5,3,7,4,6,4,3,9,11,7,15,23
26880,19,1,1,0,3,2,0,2,5,2,3,1,1,4,5,3,2,5,0,2,2,3,2,3,3,2,3,7,3,2,4,3,4,2,1,5,3,8,2,4,4,2,3,1,3,3,5,5,3,3,2,7,2,1,6,2,3,5,3,6,7,0,7,6,2,1,3,3,3,3,7,5,3,2,4,7,3,3,3,8,6,1,4,4,6,5,3,6,1,4,1,1,5,5,3,6,2,1,1,2,2,4,6,2,2,2,3,4,3,5,7,8,2,8,3,1,6,7,4,8,7,3,2,3,7,5,2,9,2,0,2,2,3,4,1,5,5,4,4,5,6,3,2,4,2,0,3,3,1,6,4,1,1,2,3,5,1,3,8,6,0,1,2,4,0,4,3,8,1,2,4,4,3,4,8,11,1,1,6,6,5,1,1,4,1,4,6,10,7,2,4,7,2,1,5,3,3,2,9,7,4,4,5,1,5,5,5,7,3,1,3,5,2,2,5,3,2,7,3,4,4,7,4,11,4,9,3,11,3,7,5,2,3,2,3,2,9,3,6,7,5,14,4,2,4,8,7,3,10,4,2,8,11,5,12,18
27136,15,0,1,0,2,1,0,2,4,1,3,1,2,3,3,2,3,4,2,3,4,3,2,5,2,3,6,6,4,1,2,5,1,1,3,5,3,9,1,4,4,2,3,3,4,4,5,7,2,4,2,6,2,1,3,4,2,6,4,5,8,0,7,7,2,1,2,3,1,4,6,5,4,4,4,6,2,4,2,6,3,1,3,6,5,3,5,4,1,3,2,1,5,5,4,8,2,0,1,2,3,3,7,3,2,4,2,6,4,4,7,8,1,8,1,2,4,7,1,7,9,3,2,3,4,4,2,12,2,1,3,3,3,6,3,6,7,4,4,3,4,2,2,5,1,1,3,3,1,4,2,1,2,2,4,6,2,2,4,7,1,0,2,3,1,4,2,13,0,4,3,3,2,4,4,9,1,3,4,7,4,4,4,6,0,4,5,8,5,4,5,8,2,1,5,5,4,3,7,5,4,4,4,0,5,5,5,7,2,3,2,5,2,1,4,2,1,8,4,4,4,5,4,11,6,8,4,11,4,7,8,3,2,4,3,3,8,3,1,9,5,13,6,0,3,9,7,3,11,4,3,11,10,6,16,15
27392,13,0,0,2,2,3,1,3,4,2,4,1,2,3,2,2,3,3,4,3,6,3,2,6,2,4,6,5,4,0,3,6,1,2,4,1,2,8,1,3,3,2,2,6,4,4,3,7,2,1,2,6,4,2,3,6,2,5,5,3,6,1,7,8,2,2,2,2,3,4,3,6,4,4,5,7,5,4,2,5,3,1,2,5,5,1,6,4,2,2,5,2,5,5,5,5,4,0,2,3,2,3,7,3,3,5,2,5,3,5,2,6,2,6,1,2,3,6,3,4,9,2,3,3,4,5,5,11,1,1,4,3,4,6,4,5,6,4,3,3,2,3,4,6,1,1,3,2,2,5,3,4,2,1,5,5,3,1,7,2,1,0,3,4,2,3,2,10,0,3,4,4,2,6,5,7,1,3,4,6,5,6,4,6,1,4,3,9,2,6,5,10,3,3,5,3,4,4,7,3,4,4,5,1,3,3,5,4,2,4,2,4,2,2,6,4,1,8,5,8,7,5,4,11,6,6,5,9,3,7,8,2,4,4,2,4,5,2,3,9,6,9,4,0,3,10,3,2,12,6,5,10,9,7,12,12
27648,15,1,0,2,2,3,2,2,4,5,4,2,2,2,2,1,3,0,5,3,7,4,1,7,4,3,5,4,3,1,2,8,0,2,4,1,1,4,1,3,1,2,4,7,2,3,5,7,1,1,3,5,5,3,4,7,4,5,5,3,2,1,8,7,2,3,3,3,3,4,1,4,2,4,3,5,6,4,2,3,3,3,2,5,5,1,4,4,3,2,5,4,5,3,7,5,4,0,2,3,3,3,5,5,5,7,2,2,1,3,3,9,2,4,1,3,3,3,5,5,9,3,2,4,5,4,4,12,0,2,2,2,3,7,4,5,3,1,3,5,2,3,4,9,2,1,4,1,2,7,4,7,1,2,5,5,3,3,6,3,1,1,4,3,3,2,2,10,0,3,3,4,2,7,6,7,1,4,2,6,2,7,4,4,1,4,1,7,3,6,7,8,3,4,4,3,6,5,8,4,3,5,5,3,2,4,3,2,1,4,1,5,2,3,6,4,3,9,6,8,5,4,1,10,5,5,5,5,3,6,9,4,4,3,1,6,3,2,3,8,7,8,6,2,3,10,4,5,13,6,4,10,12,5,12,14
27904,13,1,0,2,1,3,4,3,3,6,5,2,4,1,3,1,2,1,6,2,7,4,1,5,5,3,5,5,2,1,2,8,0,1,4,3,1,3,2,3,4,3,4,7,3,3,5,5,0,2,4,2,6,3,4,8,5,3,5,3,4,4,7,9,2,2,3,2,3,4,2,7,4,5,3,6,6,5,1,3,4,4,3,5,6,1,5,6,3,2,6,5,3,4,8,6,4,0,2,3,3,3,4,6,4,9,1,3,1,3,3,8,1,2,1,3,3,4,5,3,9,3,3,5,7,3,5,10,0,2,2,2,1,6,5,3,3,1,1,3,1,4,3,9,1,1,3,3,3,7,2,7,1,2,4,4,2,3,5,4,2,3,4,3,5,2,1,8,0,3,1,5,3,6,5,5,0,4,2,5,4,8,4,6,1,1,1,3,4,5,6,8,3,5,2,4,7,5,9,7,5,5,5,5,1,3,2,3,2,4,2,6,2,4,5,2,2,8,6,8,5,6,1,9,4,5,6,2,5,6,7,3,2,3,2,5,3,2,3,8,8,9,6,2,4,6,2,6,11,6,4,8,9,6,17,11
28160,13,1,0,2,1,3,4,4,3,6,4,3,3,1,3,2,1,1,4,1,4,4,2,4,4,4,2,4,3,1,2,7,0,3,2,2,1,4,3,3,6,3,4,6,4,2,5,7,0,2,4,3,6,2,6,6,5,1,4,3,3,5,8,7,1,2,3,2,5,2,3,6,2,5,4,6,5,5,2,2,5,4,4,4,4,1,4,7,4,2,6,8,2,6,10,4,4,0,3,3,2,3,4,6,4,8,2,1,0,5,3,8,1,3,1,3,3,1,8,2,6,3,3,7,7,5,6,8,1,1,1,2,3,5,4,3,4,2,1,3,2,6,4,7,1,1,3,5,2,8,3,9,0,2,3,3,1,3,7,6,1,4,7,2,4,1,0,4,0,1,1,4,3,7,5,4,0,2,2,4,5,6,4,4,1,1,0,5,5,5,6,10,2,6,2,3,7,8,8,7,4,5,3,7,0,3,3,3,3,3,3,5,2,6,4,2,3,5,6,12,6,6,1,8,2,3,6,1,5,6,6,3,3,0,1,6,4,5,4,8,8,12,4,6,4,5,6,6,14,7,5,7,9,6,17,11
28416,19,1,2,1,0,0,3,3,3,5,3,3,3,0,2,4,1,1,2,1,2,5,3,2,4,4,1,4,3,2,1,9,0,2,2,2,2,4,4,3,6,4,5,6,4,3,4,8,0,5,3,2,5,2,5,3,4,4,4,4,3,4,9,6,1,1,2,2,3,4,5,5,3,5,5,4,2,2,6,7,5,4,3,3,4,1,5,6,3,3,3,9,1,8,11,4,1,2,3,6,2,3,3,5,4,7,3,3,0,4,6,8,1,3,1,3,3,2,6,2,6,2,3,7,6,3,6,6,1,1,1,2,4,5,5,3,4,2,3,5,4,4,2,5,2,2,3,5,1,7,3,7,1,3,1,3,0,3,3,8,1,4,6,1,3,2,0,8,0,2,0,3,3,6,5,4,0,5,2,5,5,5,7,5,0,3,1,4,7,4,5,9,2,4,2,4,6,7,8,7,3,7,3,6,1,4,3,6,3,3,2,6,3,6,3,2,4,3,4,8,3,4,1,6,4,2,5,2,5,7,7,3,1,3,1,6,2,7,3,8,8,11,5,8,4,5,5,5,14,7,5,9,8,6,19,18
28672,17,0,2,2,0,0,2,2,4,3,3,2,2,0,3,4,1,1,2,0,1,4,7,2,4,5,0,3,3,1,1,6,0,2,3,2,2,4,4,4,6,3,3,5,3,5,6,10,1,6,2,4,5,2,3,6,4,4,4,5,2,6,6,9,2,0,0,2,3,4,6,5,4,6,5,7,0,3,7,5,4,2,4,2,4,2,7,7,2,1,2,6,0,8,9,8,2,2,4,6,2,2,1,3,3,7,4,3,1,8,6,6,1,3,1,2,3,4,6,1,5,3,3,5,8,3,8,6,1,0,1,2,5,4,5,5,4,3,3,4,4,5,4,4,3,3,2,5,1,5,4,4,1,2,1,3,2,1,3,9,1,5,5,2,2,6,0,7,0,1,1,3,4,6,4,4,1,5,2,4,5,4,7,8,0,3,1,5,7,5,2,11,1,4,2,5,5,4,7,6,3,6,3,4,3,2,3,6,4,3,2,6,3,6,3,3,2,2,3,9,4,5,2,7,5,3,8,3,5,6,6,2,1,3,3,4,4,12,5,5,7,15,4,8,6,3,7,2,11,8,6,9,4,6,18,16
28928,29,5,3,3,0,6,1,4,4,3,3,4,1,1,2,6,1,0,3,0,6,5,7,6,3,5,1,1,3,1,0,7,0,2,4,1,1,4,4,4,2,2,3,4,2,5,7,10,2,5,0,6,7,2,3,5,3,4,2,4,1,4,5,11,7,0,1,1,2,5,5,3,2,6,5,6,0,2,8,5,8,1,3,1,2,3,5,6,1,2,1,7,0,7,6,6,1,2,4,7,2,2,1,3,3,5,5,5,2,7,6,4,2,4,1,3,2,3,6,2,4,6,3,6,6,2,9,7,1,0,1,2,7,3,4,5,3,3,3,5,4,5,5,4,4,3,1,3,1,4,4,5,1,1,2,4,2,1,3,10,2,3,4,1,1,7,0,8,1,3,2,2,2,5,2,5,2,6,3,4,5,4,6,7,0,2,2,5,7,6,2,10,2,3,3,6,6,6,5,3,1,5,3,2,4,2,3,5,3,2,3,6,3,5,2,4,4,2,4,7,4,4,1,6,5,3,9,5,2,4,6,2,1,3,2,4,5,12,4,6,5,12,5,12,5,3,7,3,9,7,6,8,7,4,13,18
29184,29,7,5,3,0,8,1,4,4,3,2,3,1,1,4,5,2,1,3,2,6,4,7,7,4,3,3,4,2,1,0,7,0,0,7,1,2,2,3,5,0,3,3,5,1,6,6,6,2,5,0,6,6,4,3,5,3,3,3,4,4,4,3,14,8,0,2,2,0,5,4,5,2,4,5,7,1,1,8,5,7,2,2,1,2,4,5,5,0,5,2,4,0,6,3,7,2,2,3,7,2,1,0,2,2,5,5,6,4,6,6,5,3,3,2,5,3,4,3,2,3,5,2,7,8,1,10,5,1,0,1,1,5,3,6,4,0,3,5,9,4,5,4,6,5,4,3,0,3,3,4,3,2,1,3,5,2,0,2,11,3,2,1,1,2,7,1,9,1,3,4,2,2,5,1,6,3,6,4,3,5,4,4,6,0,3,2,5,6,5,3,9,2,4,3,6,5,3,5,3,1,7,5,0,6,1,1,9,2,2,4,7,3,4,4,6,4,3,5,3,3,4,3,7,3,7,10,5,3,3,5,2,0,4,2,3,8,8,3,4,3,11,7,10,5,5,5,5,6,4,3,7,8,5,8,18
29440,25,8,3,3,0,9,2,5,3,3,2,3,1,1,4,4,2,1,3,3,7,5,7,7,6,2,4,5,3,0,0,5,0,2,7,1,1,3,3,5,0,2,2,3,2,6,8,5,3,3,0,6,8,5,3,5,3,0,1,4,5,5,4,15,8,0,4,3,1,7,3,4,3,4,2,5,2,2,4,0,6,2,4,2,3,5,3,7,1,5,3,3,0,5,3,7,2,0,2,3,3,2,0,2,2,5,4,6,4,5,4,5,3,4,2,5,4,3,3,4,2,5,4,7,10,2,7,9,1,0,1,2,3,3,4,5,0,3,3,6,4,5,4,8,5,3,3,1,4,3,4,5,1,1,4,5,3,2,2,11,3,3,2,2,3,9,2,6,1,3,4,2,2,5,0,4,3,3,6,2,3,5,3,5,2,1,2,3,5,5,3,11,2,4,4,7,5,4,4,2,4,5,6,0,7,1,2,6,2,2,6,6,3,6,4,4,3,3,6,2,4,4,4,8,1,11,10,4,5,1,3,3,2,1,4,3,14,7,2,3,3,13,7,9,5,3,5,7,6,6,1,8,8,5,7,15
29696,26,8,3,3,0,9,2,5,2,4,3,4,1,1,5,4,1,1,4,3,8,5,4,6,4,2,8,8,3,0,1,5,0,3,7,3,2,2,3,5,1,5,2,3,4,4,4,4,2,5,0,5,6,7,3,3,1,0,2,4,5,4,4,13,8,1,4,4,1,7,3,6,2,1,3,2,2,3,3,2,7,2,3,2,3,3,1,6,1,8,5,4,0,7,5,3,1,2,4,3,2,2,0,4,2,3,3,6,4,2,3,6,3,4,3,5,3,2,2,4,4,4,5,9,8,5,9,7,1,0,2,6,2,2,6,3,0,2,3,7,5,4,1,7,3,3,7,1,4,3,2,6,1,5,6,4,2,2,4,11,4,1,3,2,5,5,4,7,1,4,3,3,1,6,2,3,2,2,6,1,3,6,5,3,2,2,2,4,3,5,2,9,2,3,3,7,4,5,3,5,3,6,6,1,6,3,3,6,3,3,8,4,3,6,4,4,3,4,6,1,2,2,3,8,0,10,8,4,5,1,3,2,4,2,3,4,12,4,0,5,4,13,8,9,1,6,5,9,4,4,2,6,9,6,6,14
29952,17,4,2,2,0,3,2,2,2,3,1,2,1,0,6,2,1,1,3,4,3,4,4,2,4,3,8,10,3,0,4,5,1,3,5,2,2,3,3,4,2,5,2,3,4,3,2,4,2,6,1,3,4,9,5,4,0,0,4,6,5,3,4,10,2,2,3,5,2,5,2,4,3,1,3,3,2,4,2,5,1,3,2,3,3,3,1,7,3,7,6,2,0,6,6,6,1,3,6,3,2,1,2,4,4,4,2,3,6,2,3,7,3,4,3,4,6,2,2,3,6,2,4,8,9,6,10,10,1,0,2,6,1,2,6,4,0,5,4,6,6,5,2,11,3,4,8,2,3,5,3,5,1,5,5,3,2,3,4,11,2,2,3,4,4,4,4,10,0,2,2,3,3,7,2,3,1,0,6,4,2,5,6,3,2,2,1,5,4,4,3,12,2,3,3,6,3,4,4,5,3,8,5,3,5,4,4,6,2,4,6,2,2,5,4,3,3,3,6,1,1,4,4,7,0,9,7,3,5,3,2,3,4,3,4,4,13,6,0,5,5,12,7,5,0,8,11,8,9,7,2,5,10,8,8,16
